Data As Of,Jurisdiction,Year of Death,Month of Death,Time Period,Month Ending Date,Maternal Deaths,Live Births,Maternal Mortality Rate,Footnote,Group_Total,Group_Age,Subgroup_Total,Subgroup_Under 25 years,Subgroup_25-39 years,Subgroup_40 years and over,Subgroup_Hispanic,"Subgroup_American Indian or Alaska Native, Non-Hispanic","Subgroup_Asian, Non-Hispanic","Subgroup_Black, Non-Hispanic","Subgroup_Native Hawaiian or Other Pacific Islander, Non-Hispanic"
10/06/2024,United States,2020,3,12 month-ending,03/31/2020,0.012009607686148917,0.004910324968604145,0.23449741947518962,Rates for deaths counts <20 are unreliable.,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2020,4,12 month-ending,04/30/2020,0.012810248198558846,0.004884387823833854,0.23449741947518962,Rates for deaths counts <20 are unreliable.,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2020,5,12 month-ending,05/31/2020,0.010408326661329063,0.004846805430391187,0.23449741947518962,Rates for deaths counts <20 are unreliable.,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2020,6,12 month-ending,06/30/2020,0.012009607686148917,0.004832778199035826,0.23449741947518962,Rates for deaths counts <20 are unreliable.,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2020,7,12 month-ending,07/31/2020,0.012009607686148917,0.004806047060037873,0.23449741947518962,Rates for deaths counts <20 are unreliable.,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2020,8,12 month-ending,08/31/2020,0.010408326661329063,0.004779315921039921,0.23449741947518962,Rates for deaths counts <20 are unreliable.,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2020,9,12 month-ending,09/30/2020,0.009607686148919135,0.004744644839765348,0.23449741947518962,Rates for deaths counts <20 are unreliable.,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2020,10,12 month-ending,10/31/2020,0.009607686148919135,0.004706533116837573,0.23449741947518962,Rates for deaths counts <20 are unreliable.,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2020,11,12 month-ending,11/30/2020,0.010408326661329063,0.004662863434316165,0.23449741947518962,Rates for deaths counts <20 are unreliable.,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2020,12,12 month-ending,12/31/2020,0.010408326661329063,0.004605695849924504,0.23449741947518962,Rates for deaths counts <20 are unreliable.,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2021,1,12 month-ending,01/31/2021,0.013610888710968775,0.004564408150086081,0.23449741947518962,Rates for deaths counts <20 are unreliable.,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2021,2,12 month-ending,02/28/2021,0.014411529223378702,0.004533707039949819,0.23449741947518962,Rates for deaths counts <20 are unreliable.,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2021,3,12 month-ending,03/31/2021,0.013610888710968775,0.004526031762415754,0.23449741947518962,Rates for deaths counts <20 are unreliable.,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2021,4,12 month-ending,04/30/2021,0.012810248198558846,0.004506711236209313,0.23449741947518962,Rates for deaths counts <20 are unreliable.,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2021,5,12 month-ending,05/31/2021,0.015212169735788629,0.004455895605638947,0.23449741947518962,Rates for deaths counts <20 are unreliable.,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2021,6,12 month-ending,06/30/2021,0.014411529223378702,0.004458012923579379,0.23449741947518962,Rates for deaths counts <20 are unreliable.,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2021,7,12 month-ending,07/31/2021,0.016813450760608487,0.004438692397372938,0.5651867512332628,,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2021,8,12 month-ending,08/31/2021,0.01921537229783827,0.004410373269919661,0.6483439041578576,,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2021,9,12 month-ending,09/30/2021,0.020016012810248198,0.004411167264147323,0.6758280479210712,,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2021,10,12 month-ending,10/31/2021,0.01921537229783827,0.004408520616721783,0.6490486257928118,,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2021,11,12 month-ending,11/30/2021,0.020016012810248198,0.004417254553226065,0.6751233262861169,,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2021,12,12 month-ending,12/31/2021,0.024819855884707764,0.004423341842304806,0.8365045806906272,,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2022,1,12 month-ending,01/31/2022,0.02321857485988791,0.004434987090977181,0.7808315715292459,,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2022,2,12 month-ending,02/28/2022,0.021617293835068052,0.004436310414689951,0.7272727272727272,,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2022,3,12 month-ending,03/31/2022,0.020816653322658127,0.00443551642046229,0.700493305144468,,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2022,4,12 month-ending,04/30/2022,0.020816653322658127,0.004375966853387642,0.7061310782241015,,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2022,5,12 month-ending,05/31/2022,0.01921537229783827,0.004382848136694046,0.6511627906976744,,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2022,6,12 month-ending,06/30/2022,0.01921537229783827,0.004352941020785445,0.6539816772374911,,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2022,7,12 month-ending,07/31/2022,0.01841473178542834,0.0043407664426279614,0.6279069767441859,,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2022,8,12 month-ending,08/31/2022,0.016012810248198558,0.004331238511896018,0.5468639887244537,,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2022,9,12 month-ending,09/30/2022,0.015212169735788629,0.004282804864008638,0.23449741947518962,Rates for deaths counts <20 are unreliable.,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2022,10,12 month-ending,10/31/2022,0.015212169735788629,0.004261896349346873,0.23449741947518962,Rates for deaths counts <20 are unreliable.,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2022,11,12 month-ending,11/30/2022,0.013610888710968775,0.0043002727370172016,0.23449741947518962,Rates for deaths counts <20 are unreliable.,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2022,12,12 month-ending,12/31/2022,0.009607686148919135,0.004316681951055549,0.23449741947518962,Rates for deaths counts <20 are unreliable.,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2023,1,12 month-ending,01/31/2023,0.008006405124099279,0.004327533205500262,0.23449741947518962,Rates for deaths counts <20 are unreliable.,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2023,2,12 month-ending,02/28/2023,0.008006405124099279,0.004305036702383173,0.23449741947518962,Rates for deaths counts <20 are unreliable.,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2023,3,12 month-ending,03/31/2023,0.010408326661329063,0.004273541598019248,0.23449741947518962,Rates for deaths counts <20 are unreliable.,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2023,4,12 month-ending,04/30/2023,0.010408326661329063,0.004270365621108601,0.23449741947518962,Rates for deaths counts <20 are unreliable.,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2023,5,12 month-ending,05/31/2023,0.009607686148919135,0.0042536917423277,0.23449741947518962,Rates for deaths counts <20 are unreliable.,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2023,6,12 month-ending,06/30/2023,0.009607686148919135,0.004212139377746723,0.23449741947518962,Rates for deaths counts <20 are unreliable.,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2023,7,12 month-ending,07/31/2023,0.22512407209298846,0.004164764388829559,0.23449741947518962,Data counts between 1-9 have been suppressed in accordance with NCHS confidentiality standards.,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2023,8,12 month-ending,08/31/2023,0.22512407209298846,0.004117918729397503,0.23449741947518962,Data counts between 1-9 have been suppressed in accordance with NCHS confidentiality standards.,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2023,9,12 month-ending,09/30/2023,0.22512407209298846,0.0041020388448442646,0.23449741947518962,Data counts between 1-9 have been suppressed in accordance with NCHS confidentiality standards.,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2023,10,12 month-ending,10/31/2023,0.008006405124099279,0.004086158960291025,0.23449741947518962,Rates for deaths counts <20 are unreliable.,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2023,11,12 month-ending,11/30/2023,0.008006405124099279,0.004060221815520734,0.23449741947518962,Rates for deaths counts <20 are unreliable.,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2023,12,12 month-ending,12/31/2023,0.008006405124099279,0.004012317497118462,0.23449741947518962,Rates for deaths counts <20 are unreliable.,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2024,1,12 month-ending,01/31/2024,0.008807045636509206,0.0039646778434587445,0.23449741947518962,Rates for deaths counts <20 are unreliable.,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2024,2,12 month-ending,02/29/2024,0.008807045636509206,0.0039922029766843595,0.23449741947518962,Rates for deaths counts <20 are unreliable.,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2024,3,12 month-ending,03/31/2024,0.008807045636509206,0.003989820994001373,0.23449741947518962,Rates for deaths counts <20 are unreliable.,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2024,4,12 month-ending,04/30/2024,0.009607686148919135,0.003985586358120509,0.23449741947518962,Rates for deaths counts <20 are unreliable.,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2024,5,12 month-ending,05/31/2024,0.009607686148919135,0.00396705982614173,0.23449741947518962,Rates for deaths counts <20 are unreliable.,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2024,6,12 month-ending,06/30/2024,0.008807045636509206,0.0039564732364395705,0.23449741947518962,Rates for deaths counts <20 are unreliable.,0,0,0,0,0,0,0,1,0,0,0
10/06/2024,United States,2019,1,12 month-ending,01/31/2019,0.02642113690952762,0.060972404730617595,0.09725158562367864,,0,0,0,0,0,0,0,0,1,0,0
10/06/2024,United States,2019,2,12 month-ending,02/28/2019,0.024019215372297835,0.06092794105386853,0.08809020436927413,,0,0,0,0,0,0,0,0,1,0,0
10/06/2024,United States,2019,3,12 month-ending,03/31/2019,0.024019215372297835,0.060794814688363875,0.08809020436927413,,0,0,0,0,0,0,0,0,1,0,0
10/06/2024,United States,2019,4,12 month-ending,04/30/2019,0.02642113690952762,0.060770200867306355,0.09725158562367864,,0,0,0,0,0,0,0,0,1,0,0
10/06/2024,United States,2019,5,12 month-ending,05/31/2019,0.02642113690952762,0.06064501444407832,0.09725158562367864,,0,0,0,0,0,0,0,0,1,0,0
10/06/2024,United States,2019,6,12 month-ending,06/30/2019,0.028823058446757404,0.06056587968605468,0.10641296687808315,,0,0,0,0,0,0,0,0,1,0,0
10/06/2024,United States,2019,7,12 month-ending,07/31/2019,0.03362690152121697,0.0606243705941591,0.12403100775193798,,0,0,0,0,0,0,0,0,1,0,0
10/06/2024,United States,2019,8,12 month-ending,08/31/2019,0.032025620496397116,0.06061695998136759,0.11839323467230443,,0,0,0,0,0,0,0,0,1,0,0
10/06/2024,United States,2019,9,12 month-ending,09/30/2019,0.029623698959167333,0.060570908316163206,0.10923185341789993,,0,0,0,0,0,0,0,0,1,0,0
10/06/2024,United States,2019,10,12 month-ending,10/31/2019,0.031224979983987187,0.060720973225191315,0.11486962649753348,,0,0,0,0,0,0,0,0,1,0,0
10/06/2024,United States,2019,11,12 month-ending,11/30/2019,0.028823058446757404,0.060648984415216635,0.10641296687808315,,0,0,0,0,0,0,0,0,1,0,0
10/06/2024,United States,2019,12,12 month-ending,12/31/2019,0.02642113690952762,0.06070297602269765,0.09725158562367864,,0,0,0,0,0,0,0,0,1,0,0
10/06/2024,United States,2020,1,12 month-ending,01/31/2020,0.025620496397117692,0.06061695998136759,0.09443269908386187,,0,0,0,0,0,0,0,0,1,0,0
10/06/2024,United States,2020,2,12 month-ending,02/29/2020,0.024019215372297835,0.060538354552829056,0.08879492600422832,,0,0,0,0,0,0,0,0,1,0,0
10/06/2024,United States,2020,3,12 month-ending,03/31/2020,0.021617293835068052,0.0603684397881094,0.080338266384778,,0,0,0,0,0,0,0,0,1,0,0
10/06/2024,United States,2020,4,12 month-ending,04/30/2020,0.020016012810248198,0.06003099224135306,0.07470049330514446,,0,0,0,0,0,0,0,0,1,0,0
10/06/2024,United States,2020,5,12 month-ending,05/31/2020,0.024019215372297835,0.0596414057403136,0.09020436927413672,,0,0,0,0,0,0,0,0,1,0,0
10/06/2024,United States,2020,6,12 month-ending,06/30/2020,0.024019215372297835,0.059253142562986895,0.0909090909090909,,0,0,0,0,0,0,0,0,1,0,0
10/06/2024,United States,2020,7,12 month-ending,07/31/2020,0.020816653322658127,0.058862232738234654,0.07892882311486961,,0,0,0,0,0,0,0,0,1,0,0
10/06/2024,United States,2020,8,12 month-ending,08/31/2020,0.021617293835068052,0.05826647240274563,0.08315715292459479,,0,0,0,0,0,0,0,0,1,0,0
10/06/2024,United States,2020,9,12 month-ending,09/30/2020,0.02241793434747798,0.057832951554442194,0.08668076109936575,,0,0,0,0,0,0,0,0,1,0,0
10/06/2024,United States,2020,10,12 month-ending,10/31/2020,0.02241793434747798,0.057145352553286934,0.08738548273431994,,0,0,0,0,0,0,0,0,1,0,0
10/06/2024,United States,2020,11,12 month-ending,11/30/2020,0.02321857485988791,0.05647575075462534,0.09161381254404509,,0,0,0,0,0,0,0,0,1,0,0
10/06/2024,United States,2020,12,12 month-ending,12/31/2020,0.021617293835068052,0.05548881592964152,0.08668076109936575,,0,0,0,0,0,0,0,0,1,0,0
10/06/2024,United States,2021,1,12 month-ending,01/31/2021,0.02321857485988791,0.05452437760777479,0.09513742071881606,,0,0,0,0,0,0,0,0,1,0,0
10/06/2024,United States,2021,2,12 month-ending,02/28/2021,0.024019215372297835,0.05392649995434533,0.09936575052854121,,0,0,0,0,0,0,0,0,1,0,0
10/06/2024,United States,2021,3,12 month-ending,03/31/2021,0.024819855884707764,0.053598845003063486,0.10288935870331219,,0,0,0,0,0,0,0,0,1,0,0
10/06/2024,United States,2021,4,12 month-ending,04/30/2021,0.024019215372297835,0.05347604056251844,0.1000704721634954,,0,0,0,0,0,0,0,0,1,0,0
10/06/2024,United States,2021,5,12 month-ending,05/31/2021,0.02241793434747798,0.05318834998736225,0.09372797744890768,,0,0,0,0,0,0,0,0,1,0,0
10/06/2024,United States,2021,6,12 month-ending,06/30/2021,0.021617293835068052,0.05328442328890935,0.09020436927413672,,0,0,0,0,0,0,0,0,1,0,0
10/06/2024,United States,2021,7,12 month-ending,07/31/2021,0.020016012810248198,0.05320687651934103,0.08386187455954898,,0,0,0,0,0,0,0,0,1,0,0
10/06/2024,United States,2021,8,12 month-ending,08/31/2021,0.02241793434747798,0.05328257063571147,0.09372797744890768,,0,0,0,0,0,0,0,0,1,0,0
10/06/2024,United States,2021,9,12 month-ending,09/30/2021,0.024019215372297835,0.05334820749186486,0.1000704721634954,,0,0,0,0,0,0,0,0,1,0,0
10/06/2024,United States,2021,10,12 month-ending,10/31/2021,0.024019215372297835,0.05336991000075429,0.1000704721634954,,0,0,0,0,0,0,0,0,1,0,0
10/06/2024,United States,2021,11,12 month-ending,11/30/2021,0.02241793434747798,0.053609166928023096,0.09302325581395347,,0,0,0,0,0,0,0,0,1,0,0
10/06/2024,United States,2021,12,12 month-ending,12/31/2021,0.028823058446757404,0.05409800270752031,0.11839323467230443,,0,0,0,0,0,0,0,0,1,0,0
10/06/2024,United States,2022,1,12 month-ending,01/31/2022,0.03282626100880704,0.05456407731915788,0.13389711064129667,,0,0,0,0,0,0,0,0,1,0,0
10/06/2024,United States,2022,2,12 month-ending,02/28/2022,0.03362690152121697,0.05486605979041199,0.13671599718111344,,0,0,0,0,0,0,0,0,1,0,0
10/06/2024,United States,2022,3,12 month-ending,03/31/2022,0.0344275420336269,0.05501136073407412,0.13953488372093023,,0,0,0,0,0,0,0,0,1,0,0
10/06/2024,United States,2022,4,12 month-ending,04/30/2022,0.0344275420336269,0.05510796336510633,0.13953488372093023,,0,0,0,0,0,0,0,0,1,0,0
10/06/2024,United States,2022,5,12 month-ending,05/31/2022,0.03362690152121697,0.055361776853215604,0.13530655391120505,,0,0,0,0,0,0,0,0,1,0,0
10/06/2024,United States,2022,6,12 month-ending,06/30/2022,0.031224979983987187,0.055308314575219696,0.12614517265680053,,0,0,0,0,0,0,0,0,1,0,0
10/06/2024,United States,2022,7,12 month-ending,07/31/2022,0.031224979983987187,0.055273643493945125,0.12614517265680053,,0,0,0,0,0,0,0,0,1,0,0
10/06/2024,United States,2022,8,12 month-ending,08/31/2022,0.028823058446757404,0.05534933761031557,0.11627906976744184,,0,0,0,0,0,0,0,0,1,0,0
10/06/2024,United States,2022,9,12 month-ending,09/30/2022,0.02722177742193755,0.05531334320532823,0.1099365750528541,,0,0,0,0,0,0,0,0,1,0,0
10/06/2024,United States,2022,10,12 month-ending,10/31/2022,0.02722177742193755,0.05525749894464933,0.1099365750528541,,0,0,0,0,0,0,0,0,1,0,0
10/06/2024,United States,2022,11,12 month-ending,11/30/2022,0.028022417934347475,0.05536018886476028,0.11275546159267089,,0,0,0,0,0,0,0,0,1,0,0
10/06/2024,United States,2022,12,12 month-ending,12/31/2022,0.02321857485988791,0.055469230738692525,0.09302325581395347,,0,0,0,0,0,0,0,0,1,0,0
10/06/2024,United States,2023,1,12 month-ending,01/31/2023,0.01841473178542834,0.05559574048563333,0.07399577167019027,,0,0,0,0,0,0,0,0,1,0,0
10/06/2024,United States,2023,2,12 month-ending,02/28/2023,0.017614091273018412,0.055466584091266986,0.07047216349541931,,0,0,0,0,0,0,0,0,1,0,0
10/06/2024,United States,2023,3,12 month-ending,03/31/2023,0.016012810248198558,0.055363364841670926,0.06412966878083157,,0,0,0,0,0,0,0,0,1,0,0
